tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,stage,favorite_count,retweet_count,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
890006608113172480,2017-07-26 00:31:25,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,https://twitter.com/dog_rates/status/890006608113172480/photo/1,13,10,Koda,,27736,6337,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,Samoyed,0.958,True,Pomeranian,0.0139,True,Chow,0.0082,True
889880896479866881,2017-07-25 16:11:53,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13,10,Bruno,,25225,4305,,,,,,,,,,,
889638837579907072,2017-07-25 00:10:02,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,https://twitter.com/dog_rates/status/889638837579907072/photo/1,12,10,Ted,,24313,3858,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,French_bulldog,0.9916,True,Boxer,0.0021,True,Staffordshire_bullterrier,0.0015,True
889278841981685760,2017-07-24 00:19:32,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,https://twitter.com/dog_rates/status/889278841981685760/photo/1,13,10,Oliver,,22714,4596,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,Whippet,0.6262,True,Borzoi,0.1947,True,Saluki,0.0274,True
888917238123831296,2017-07-23 00:22:39,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,,26281,3874,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,Golden_retriever,0.7147,True,Tibetan_mastiff,0.1202,True,Labrador_retriever,0.1055,True
888804989199671297,2017-07-22 16:56:37,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,https://twitter.com/dog_rates/status/888804989199671297/photo/1,13,10,Zeke,,23065,3660,,,,,,,,,,,
888554962724278272,2017-07-22 00:23:06,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,https://twitter.com/dog_rates/status/888554962724278272/photo/1,13,10,Ralphus,,17788,2973,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian_husky,0.7004,True,Eskimo_dog,0.1665,True,Malamute,0.1114,True
888078434458587136,2017-07-20 16:49:33,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,https://twitter.com/dog_rates/status/888078434458587136/photo/1,12,10,Gerald,,19669,3001,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French_bulldog,0.995,True,Pug,0.0009,True,Bull_mastiff,0.0009,True
887705289381826560,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,27324,4669,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,Basset,0.8217,True,Redbone,0.0876,True,Weimaraner,0.0262,True
887517139158093824,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,https://twitter.com/dog_rates/status/887517139158093824/photo/1,14,10,Such,,41801,10158,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,Limousine,0.1304,False,Tow_truck,0.0292,False,Shopping_cart,0.0263,False
887473957103951883,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,https://twitter.com/dog_rates/status/887473957103951883/photo/1,13,10,Canela,,61867,15515,,,,,,,,,,,
887343217045368832,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,https://twitter.com/dog_rates/status/887343217045368832/photo/1,13,10,,,30353,9107,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican_hairless,0.3307,True,Sea_lion,0.2756,False,Weimaraner,0.1342,True
887101392804085760,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,,,27677,5149,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.7339,True,Eskimo_dog,0.035,True,Staffordshire_bullterrier,0.0297,True
886983233522544640,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,https://twitter.com/dog_rates/status/886983233522544640/photo/1,13,10,Maya,,31279,6581,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.7935,True,Toy_terrier,0.1435,True,Can_opener,0.0323,False
886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",https://twitter.com/dog_rates/status/886736880519319552/photo/1,13,10,Mingus,,10774,2734,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,Kuvasz,0.3097,True,Great_pyrenees,0.1861,True,Dandie_dinmont,0.0863,True
886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,,20275,3861,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,Convertible,0.739,False,Sports_car,0.14,False,Car_wheel,0.0442,False
886267009285017600,2017-07-15 16:51:35,Twitter for iPhone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,https://twitter.com/dog_rates/status/886267009285017600/photo/1,12,10,,,105,3,,,,,,,,,,,
886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,25232,5457,,,,,,,,,,,
886054160059072513,2017-07-15 02:45:48,Twitter for iPhone,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,https://twitter.com/dog_rates/status/886054160059072513/photo/1,12,10,,,0,95,,,,,,,,,,,
885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,29371,5797,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim_spaniel,0.9725,True,Shih-tzu,0.0066,True,Bernese_mountain_dog,0.0062,True
885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,32435,5521,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,Pug,0.3693,True,Labrador_retriever,0.2658,True,Kuvasz,0.1347,True
885518971528720385,2017-07-13 15:19:09,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,https://twitter.com/dog_rates/status/885518971528720385/photo/1,14,10,,,18479,3216,,,,,,,,,,,
885311592912609280,2017-07-13 01:35:06,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,https://twitter.com/dog_rates/status/885311592912609280/photo/1,13,10,Lilly,,0,15938,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1.0,Labrador_retriever,0.9087,True,Seat_belt,0.0571,False,Pug,0.0119,True
885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,https://twitter.com/dog_rates/status/885167619883638784/photo/1,13,10,,,19735,3776,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,Malamute,0.8125,True,Siberian_husky,0.0717,True,Eskimo_dog,0.0558,True
884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,69265,15550,,,,,,,,,,,
884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,https://twitter.com/dog_rates/status/884876753390489601/photo/1,13,10,Lola,,25074,4818,,,,,,,,,,,
884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,21910,4047,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,Pug,0.5464,True,French_bulldog,0.4043,True,Brabancon_griffon,0.044,True
884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,,,24491,4933,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.9932,True,Cardigan,0.0032,True,Chihuahua,0.0021,True
884247878851493888,2017-07-10 03:08:17,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,https://twitter.com/dog_rates/status/884247878851493888/photo/1,13,10,,,65220,17509,,,,,,,,,,,
884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,18417,2581,,,,,,,,,,,
883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,,19706,2960,,,,,,,,,,,
883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",https://twitter.com/dog_rates/status/883482846933004288/photo/1,5,10,Bella,,41314,8545,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,Golden_retriever,0.9431,True,Labrador_retriever,0.0324,True,Kuvasz,0.0055,True
883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",https://twitter.com/dog_rates/status/883117836046086144/photo/1,13,10,,,33441,5719,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,Golden_retriever,0.9496,True,Labrador_retriever,0.0459,True,Kuvasz,0.0025,True
882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,https://twitter.com/dog_rates/status/882992080364220416/photo/1,13,10,Rusty,,21548,3337,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo_dog,0.4668,True,Siberian_husky,0.406,True,Dingo,0.0734,False
882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,,25276,5239,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.543,True,Chihuahua,0.252,True,Cardigan,0.1077,True
882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,https://twitter.com/dog_rates/status/882268110199369728/photo/1,13,10,Alfy,,40330,10002,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,Golden_retriever,0.7622,True,Labrador_retriever,0.099,True,Cocker_spaniel,0.0172,True
882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",https://twitter.com/dog_rates/status/882045870035918850/photo/1,13,10,Koko,,26452,4202,,,,,,,,,,,
881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,,22004,2941,,,,,,,,,,,
881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,,45768,9239,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529,True,Afghan_hound,0.25,True,Golden_retriever,0.1607,True
881633300179243008,2017-07-02 21:58:53,Twitter for iPhone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,https://twitter.com/dog_rates/status/881633300179243008/photo/1,17,10,,,113,8,,,,,,,,,,,
881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,,21033,4604,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,Tusker,0.4733,False,Indian_elephant,0.2456,False,Ibex,0.0557,False
880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,,15444,2414,,,,,,,,,,,
880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,,,19222,3304,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke,0.7914,True,Norwich_terrier,0.0614,True,Chihuahua,0.0337,True
880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,https://twitter.com/dog_rates/status/880465832366813184/photo/1,12,10,Bella,,25660,5382,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,Golden_retriever,0.9133,True,Labrador_retriever,0.0263,True,Cocker_spaniel,0.0094,True
880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,https://twitter.com/dog_rates/status/880221127280381952/photo/1,12,10,Jesse,,24334,3592,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.2385,True,Meerkat,0.1043,False,Clumber,0.0526,True
880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,,,24951,3761,,,,,,,,,,,
879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,https://twitter.com/dog_rates/status/879862464715927552/photo/1,13,10,Romeo,,20236,3019,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,Basset,0.8135,True,Beagle,0.1467,True,Cocker_spaniel,0.0095,True
879674319642796034,2017-06-27 12:14:36,Twitter for iPhone,@RealKentMurphy 14/10 confirmed,https://twitter.com/dog_rates/status/879674319642796034/photo/1,14,10,,,286,9,,,,,,,,,,,
879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,,21246,2734,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German_short-haired_pointer,0.4799,True,Vizsla,0.1244,True,Bath_towel,0.0733,False
879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,https://twitter.com/dog_rates/status/879415818425184262/photo/1,13,10,Duddles,,95426,38639,,,,,,,,,,,
879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,,15230,2715,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,Tricycle,0.6636,False,Labrador_retriever,0.0335,True,Pembroke,0.0188,True
879130579576475649,2017-06-26 00:13:58,Twitter for iPhone,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,https://twitter.com/dog_rates/status/879130579576475649/photo/1,14,10,Emmy,,0,5916,,,,,,,,,,,
879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,,20358,4080,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,Tabby,0.3119,False,Window_screen,0.1691,False,Egyptian_cat,0.1329,False
879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,,17203,2323,,,,,,,,,,,
878604707211726852,2017-06-24 13:24:20,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,https://twitter.com/dog_rates/status/878604707211726852/photo/1,13,10,,,27134,6122,,,,,,,,,,,
878404777348136964,2017-06-24 00:09:53,Twitter for iPhone,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",https://twitter.com/dog_rates/status/878404777348136964/photo/1,13,10,Shadow,,0,1108,,,,,,,,,,,
878316110768087041,2017-06-23 18:17:33,Twitter for iPhone,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. 11/10 hang in there Terrance https://t.co/i…,https://twitter.com/dog_rates/status/878316110768087041/photo/1,11,10,Terrance,,0,5729,,,,,,,,,,,
878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",https://twitter.com/dog_rates/status/878281511006478336/photo/1,13,10,Shadow,,6983,1108,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,Basset,0.3204,True,Collie,0.216,True,Appenzeller,0.1285,True
878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,https://twitter.com/dog_rates/status/878057613040115712/photo/1,14,10,Emmy,,38091,5916,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,French_bulldog,0.8391,True,Boston_bull,0.0788,True,Toy_terrier,0.0152,True
877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,https://twitter.com/dog_rates/status/877736472329191424/photo/1,13,10,Aja,,71377,16361,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,Chesapeake_bay_retriever,0.838,True,Labrador_retriever,0.062,True,Weimaraner,0.0406,True
877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,,20487,3283,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,Basset,0.9954,True,Welsh_springer_spaniel,0.0019,True,Bathtub,0.0005,False
877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",https://twitter.com/dog_rates/status/877316821321428993/photo/1,13,10,Dante,,24832,4509,,,,,,,,,,,
877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,https://twitter.com/dog_rates/status/877201837425926144/photo/1,12,10,Nelly,,24498,4817,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,Pembroke,0.9311,True,Cardigan,0.0687,True,Basenji,0.0001,True
